1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class
-324889.4,2123.468,-1146.446,-18.13245,-40.8781,-132.3440,15.48271,-71.43002,76.66422,57.97818,11.07293,153.6462,-32.78682,43.51538,71.85047,E.C.=1.4.1.3
-148457.4,9569.904,1042.642,-206.3484,-6.038333,84.72057,137.0669,38.00114,-53.31961,0.2114745,85.58528,54.01811,-16.43135,-32.96685,35.3463,E.C.=3.4.21.36
-69784,7414.506,-544.6582,-30.18871,-201.3668,-98.75728,-38.5794,-41.98428,-6.8968,-37.19930,31.38171,10.03073,4.323445,10.6595,-63.24944,E.C.=3.2.1.17
-70042.55,7530.109,-551.1994,-35.23546,-195.7911,-99.8309,-43.20241,-49.01059,-13.32334,-47.50646,29.94227,14.33117,-4.173325,11.12453,-65.98716,E.C.=3.2.1.17
-516774.4,-17599.49,426.2848,12.48383,424.6967,5.936403,121.2129,-234.0985,47.23384,-276.7202,78.67958,-73.54569,-89.37301,69.08279,-21.21431,E.C.=3.2.1.4
-244959.9,4557.012,1686.709,-165.8961,127.9451,36.65499,-130.3938,87.14094,105.2826,-18.60156,0.9349724,-43.96305,108.7747,160.1791,25.08537,E.C.=3.5.2.6
-249590.5,4256.603,1792.489,-191.6667,158.8923,-5.030529,-130.6823,94.69747,114.3609,-14.27604,-1.356409,-35.31552,107.7512,156.064,22.71601,E.C.=3.5.2.6
-211446.6,2109.931,608.5091,-403.2064,-233.1502,-252.2191,78.4978,-110.0733,71.36423,-137.9310,-44.74729,-50.56042,130.9778,27.27855,56.46406,E.C.=2.7.11.11
-360673.5,2159.801,-2173.076,-159.9358,283.8939,23.38009,-166.8353,-156.5174,68.39155,-191.9514,15.15890,17.38805,-53.35688,131.0427,30.83953,E.C.=2.7.7.7
-70149.85,7536.146,-559.3121,-23.01868,-201.4273,-91.48062,-41.46002,-53.70721,-12.91596,-43.64413,33.94053,23.52032,2.311151,5.935662,-62.83202,E.C.=3.2.1.17
-70253.95,7601.207,-573.4581,-29.00641,-201.7301,-93.20659,-44.02041,-52.89739,-21.93028,-48.98435,37.72017,26.28641,2.997905,15.36421,-63.93438,E.C.=3.2.1.17
-233125.7,7411.332,1025.355,237.7646,-361.6405,321.6866,-27.12863,-61.07322,71.73518,192.9004,8.008764,23.99467,-0.2589097,-65.76571,45.46624,E.C.=2.4.2.21
-235544.6,7670.06,945.433,255.9146,-367.1424,320.3249,-28.70672,-57.48378,85.3993,182.3250,26.97533,5.502949,5.404269,-100.9133,37.36192,E.C.=2.4.2.21
-76686.46,7070.964,-320.1766,8.806259,-125.4811,0.7633925,-53.04111,-46.71288,-12.95948,-31.55058,-6.041084,15.63525,-54.00292,-11.53665,32.47148,E.C.=2.7.1.71
-70126.8,7572.745,-569.8695,-22.27747,-193.1437,-96.60007,-46.35624,-57.28657,-18.14065,-49.88311,36.25233,25.6818,4.473225,15.64193,-76.37427,E.C.=3.2.1.17
-245368.8,3824.599,-448.8656,-101.6406,188.9833,-154.6016,44.00216,-51.37233,-31.61402,-30.80798,11.85257,-19.29432,3.026137,16.23822,48.75,E.C.=1.18.6.1
-333178.9,-1562.217,-504.6312,500.3452,58.15307,-182.2938,-123.2028,-51.88234,50.27602,93.38447,4.963917,1.61808,114.5909,-46.54784,-70.14464,E.C.=1.18.6.1
-705170.7,-28967.48,311.8839,383.5841,264.1728,-57.54501,-79.38148,119.5129,88.79556,50.60844,-20.01167,148.0093,-109.471,62.61297,77.43979,E.C.=4.2.1.3
-235813.6,7733.111,944.953,261.8026,-359.5547,317.939,-8.338356,-59.97385,95.31196,172.9503,17.55352,11.10032,5.05349,-92.78847,35.38633,E.C.=2.4.2.21
-237061.1,7703.836,955.1062,264.2993,-364.837,318.6693,-16.32189,-58.98717,99.24347,165.8077,29.87249,23.32964,-17.30424,-79.16922,32.01471,E.C.=2.4.2.21
-234379.2,7664.353,990.515,239.9311,-356.2819,322.4788,-13.95622,-57.21011,81.97115,160.4911,26.05785,22.16847,-5.925334,-78.11172,9.569528,E.C.=2.4.2.21
-632067.9,-24974.88,-20.96834,-312.8619,96.68725,-500.6197,-248.0129,-12.24176,119.2925,94.97364,205.0056,48.47581,50.22553,-57.03299,-34.49887,E.C.=2.4.1.1
-69162.9,7805.94,-567.7213,-18.09117,-170.962,-60.58349,-53.12191,-61.08561,-22.53137,-50.5405,37.00828,21.26104,8.215514,3.489113,-82.37196,E.C.=3.2.1.17
-68680.5,7618.14,-523.431,-35.63853,-155.9341,-80.60525,-48.9418,-48.81419,-13.22710,-48.41651,31.30193,17.413,5.226476,4.182072,-73.1105,E.C.=3.2.1.17
-224866.7,7804.25,-203.5043,-171.6540,-85.78735,-14.63068,78.88364,21.51421,-28.42785,-107.4970,-103.8747,18.80870,9.344175,74.85525,-25.72468,E.C.=5.1.1.1
-626097,-25116.71,-57.75007,-373.6273,94.15264,-523.2596,-249.5506,23.16881,79.13543,104.1115,190.1225,97.1442,38.94877,-88.42072,-53.83207,E.C.=2.4.1.1
-202318.2,3983.362,95.30297,549.1893,-311.5093,-47.71095,102.7074,-183.4913,-48.37255,21.27380,-79.34809,-42.98573,27.8372,-41.15219,-30.65329,E.C.=4.2.1.24
-68652.01,7617.641,-585.9897,-24.96310,-170.6035,-95.2778,-37.64961,-58.17387,-17.64503,-58.78855,45.85439,23.5803,2.432173,18.82533,-73.47245,E.C.=3.2.1.17
-68854.66,7655.12,-581.4281,-19.48170,-166.0593,-83.88883,-47.86834,-46.69334,-17.39249,-50.03118,56.81726,32.69235,12.56790,2.398991,-72.79864,E.C.=3.2.1.17
-68899.23,7710.544,-564.4846,-26.77886,-168.5064,-67.91376,-44.79098,-50.93774,-22.16793,-47.77723,25.72154,15.65279,-0.2111667,9.865679,-63.24403,E.C.=3.2.1.17
-215106.5,8098.28,52.5489,332.5795,49.98094,20.82342,99.9677,-13.12373,91.7897,-81.21667,-42.66872,41.7342,-105.8892,88.16787,12.83893,E.C.=1.6.1.2
-227035.4,7555.69,435.4645,138.9045,75.68,-88.88548,155.3862,-84.80256,55.75745,-50.77812,-22.15873,64.38875,-71.32436,66.83193,30.00955,E.C.=1.6.1.2
-68804.86,7622.439,-501.9343,-51.53534,-169.2957,-97.05437,-41.20807,-59.14677,-23.78431,-67.23603,25.40698,16.53727,-6.839769,2.203672,-75.8357,E.C.=3.2.1.17
-68850.5,7671.019,-518.8539,-43.78852,-162.3073,-85.66571,-44.63539,-63.52814,-28.71726,-49.02487,36.15352,16.72851,-3.736776,4.977104,-63.04793,E.C.=3.2.1.17
-68977.33,7696.024,-561.2034,-24.97066,-165.2809,-78.43458,-42.86640,-58.54983,-35.20739,-48.26911,36.71242,29.14562,-0.32434,8.81466,-58.3593,E.C.=3.2.1.17
-182974.3,5158.997,1117.095,188.1576,-60.11911,-10.34176,-143.9049,47.57774,-115.5157,-98.78701,2.704111,-41.3761,58.99462,-50.72683,59.42827,E.C.=3.1.3.48
-68554.12,7576.042,-538.3004,-41.38963,-167.0532,-89.40384,-45.66514,-59.05756,-4.676081,-57.38145,21.63592,-3.793299,-5.050784,14.93507,-65.9048,E.C.=3.2.1.17
-70485.2,7608.614,-573.2282,-24.97048,-192.4500,-87.49671,-52.3818,-35.34965,-18.53903,-38.70534,47.26814,22.25768,15.71203,23.64989,-47.78388,E.C.=3.2.1.17
-263741.7,3725.866,833.4323,-13.57331,-204.5210,-11.81137,172.0706,-13.96116,-48.54354,-73.32141,-15.43187,28.18097,-38.18417,95.92528,58.80855,E.C.=1.5.3.1
-209106.4,6175.558,1072.659,-163.7273,345.862,-104.8838,76.46414,114.1644,-59.52444,11.56967,3.535990,-8.528485,-4.344065,-58.4492,13.81043,E.C.=1.7.2.1
-209086.7,6148.689,1077.095,-150.5088,342.2991,-99.78777,73.8728,104.1757,-52.8569,8.144902,4.845642,-19.98686,-5.162179,-55.06302,25.32141,E.C.=1.7.2.1
-209223.7,6158.394,1095.056,-167.9766,352.3089,-99.76933,65.2678,118.7677,-67.13083,29.26616,9.08354,-24.91471,-7.241681,-69.88414,15.47025,E.C.=1.7.2.1
-208961.7,6144.79,1070.469,-170.2637,351.7193,-93.93644,59.93103,118.1678,-62.90652,17.15664,-12.27479,-10.75536,-6.002098,-52.98029,31.08445,E.C.=1.7.2.1
-209175.9,6164.497,1102.552,-172.0597,352.2827,-106.9391,59.75203,118.5644,-64.36348,17.69755,-0.2468398,-25.78009,-4.261918,-73.28586,12.14996,E.C.=1.7.2.1
-25696.59,3936.04,-367.3417,64.34927,49.74311,-89.76392,0.4291801,34.33016,-70.05853,-3.656969,34.02087,-17.40930,32.50543,21.78868,3.199274,E.C.=2.7.7.6
-151144.5,6501.422,395.6836,-94.38578,-285.2783,-18.14953,37.08669,-22.47795,28.97045,124.9858,-99.57987,25.08209,-4.84051,34.54412,-11.64733,E.C.=4.2.1.10
-348794.1,2590.964,1971.572,300.9154,285.1063,209.8445,-60.45497,-102.5805,-128.4041,179.9168,-49.54025,-107.5476,37.46254,3.650557,33.13394,E.C.=3.4.11.1
-349276.0,2870.897,1877.35,240.8211,288.5572,219.7806,-61.60741,-51.51278,-94.40093,152.6221,-20.55539,-23.40355,102.6009,73.78569,29.64055,E.C.=3.4.11.1
-125173.2,7758.45,-608.1312,-226.8111,283.3574,-97.88091,72.95276,-70.09146,-27.71201,12.83292,56.96348,24.45227,47.0154,-39.35212,59.21418,E.C.=3.2.2.5
-103046.6,6027.15,0.1018328,-225.9701,-13.29682,-356.0664,-27.84770,-7.771046,-26.74395,37.75487,28.42474,-4.077383,-3.01885,-28.32322,24.81533,E.C.=2.5.1.18
-148212.1,5701.305,805.6106,-217.4849,-395.9199,-63.69087,60.58682,-35.72997,-82.98014,10.09061,-84.62991,-42.8328,37.99641,-24.18202,-78.10843,E.C.=4.1.1.48
-224842.9,2285.888,247.2982,262.3659,-86.22033,-35.00855,-117.953,15.14896,62.56428,57.97851,49.47133,-13.08518,28.26091,-39.35085,4.540051,E.C.=4.99.1.1
-216144.7,5356.176,1535.009,427.2044,-46.4408,160.5509,11.92760,3.081247,104.5808,119.7301,17.61896,50.89838,73.15341,-45.91519,62.39464,E.C.=3.1.1.3
-216144.6,5354.443,1533.521,427.02,-46.40019,160.6222,11.36148,2.656625,104.8104,118.9348,18.08111,49.89755,73.27536,-43.71087,63.1979,E.C.=3.1.1.3
-152587.2,9408.093,607.9785,-293.4799,182.8425,230.2975,-74.19553,33.04381,-4.551307,-42.26887,-27.08801,21.3395,-7.467691,7.421037,-9.89958,E.C.=3.1.3.25
-152943.8,9785.761,503.6575,-271.7948,195.2998,231.9101,-64.04499,6.474173,9.831854,-24.73584,-22.98634,6.076687,40.4998,-20.53303,-0.2454302,E.C.=3.1.3.25
-52482.17,7828.968,-164.5696,22.43492,60.55663,46.64447,-35.40725,1.795357,-9.253149,-31.31532,51.81809,-34.51962,-17.87845,0.9930911,-44.00812,E.C.=3.2.1.17
-313157.0,-1928.189,-635.477,107.1302,-89.9676,-159.2605,103.4859,-55.85283,41.66205,34.37457,-29.03479,-9.739467,68.89914,50.16749,-57.90037,E.C.=1.1.2.3
-247873.5,1025.052,-173.2455,140.8643,-137.3985,-138.1823,88.42499,-67.90768,10.99397,78.70984,-20.71112,39.33881,48.04561,43.17926,-71.19633,E.C.=1.1.2.3
-158751.5,14098.34,-1567.918,-745.127,-28.33013,234.9020,311.1684,191.4952,-45.78005,-5.802059,-77.97842,-198.3370,71.04068,-24.97957,-54.25093,E.C.=3.4.21.90
-178540.1,5725.58,704.8904,79.57356,191.7470,32.46900,-51.1104,-67.16827,68.24939,-69.22661,-36.19562,-12.74994,80.37119,-21.29623,36.62691,E.C.=1.1.1.27
-178540.1,5725.58,704.8904,79.57356,191.7470,32.46900,-51.1104,-67.16827,68.24939,-69.22661,-36.19562,-12.74994,80.37119,-21.29623,36.62691,E.C.=1.1.1.27
-178540.1,5725.58,704.8904,79.57356,191.7470,32.46900,-51.1104,-67.16827,68.24939,-69.22661,-36.19562,-12.74994,80.37119,-21.29623,36.62691,E.C.=1.1.1.27
-311662.6,-1689.781,-677.9613,68.32182,-107.0782,-129.4205,95.10319,-62.26209,34.91438,63.50462,-41.59954,2.051019,80.70966,12.35614,-68.55261,E.C.=1.1.2.3
-257875.8,5443.817,1051.500,179.464,65.76671,331.7679,-16.88297,-4.842567,-56.79171,-7.320553,-105.9844,3.902508,32.55694,-10.91677,57.18241,E.C.=1.1.1.1
-199135.4,6210.036,1001.746,-35.43266,370.8483,-43.86745,-68.85499,-85.16203,79.1126,-86.40544,-34.66144,-8.543559,123.7494,39.2299,-0.02110272,E.C.=1.1.1.27
-195777.7,6320.01,1092.382,131.9967,97.79103,81.64806,-166.3829,128.8151,84.37411,98.5713,-1.024758,27.72588,44.8196,59.87834,-20.80503,E.C.=3.1.3.11
-196980.8,5472.247,507.7067,-221.4993,229.2516,-141.1731,87.48269,110.4364,116.8504,12.90460,-38.62802,-0.4626585,65.31775,4.009654,31.56790,E.C.=3.4.23.39
-225480.0,3691.683,816.9052,229.232,-93.27422,114.0864,77.1161,15.36123,-101.9555,-8.753765,141.3048,-93.59686,76.36712,98.70898,-47.82455,E.C.=1.11.1.14
-223234.1,3794.268,748.7748,269.6906,-97.74311,124.8450,95.13735,24.92935,-101.7548,-10.54261,120.0691,-87.72537,67.15561,109.4188,-61.31342,E.C.=1.11.1.14
-214539.3,13307.58,-1343.372,-0.5779729,23.691,-42.10702,119.1556,-8.529277,-41.98121,38.43852,197.8917,-102.1398,60.23295,64.9527,-35.92041,E.C.=6.3.1.2
-290246.7,471.2588,-563.5691,-67.85673,157.1353,-97.26506,33.67423,6.541113,6.170617,79.32722,201.5524,-91.63142,42.40725,83.50448,-10.86077,E.C.=6.3.1.2
-290244.7,470.6302,-562.9551,-68.1082,158.0346,-97.25084,34.73527,3.303377,7.680927,81.44918,200.2921,-93.00288,44.62194,81.90984,-10.11836,E.C.=6.3.1.2
-68879.21,7810.286,-590.8905,-22.67222,-175.7984,-71.60822,-48.95381,-54.33487,-33.43934,-65.90644,55.02077,58.98022,12.56564,-2.862058,-73.6569,E.C.=3.2.1.17
-789.7441,373.252,-205.7829,113.1352,15.47769,-24.22701,1.956783,1.926955,-3.248678,-0.0771442,-2.055164,-1.304144,1.647,-0.1030126,4.066373,E.C.=3.4.21.5
-132939.2,8927.995,1019.424,-224.8514,-138.9662,143.3353,63.43056,88.4278,-60.64448,19.98803,-14.35844,20.17022,-37.38667,0.6484574,60.4825,E.C.=3.4.21.5
-192515.4,2765.771,933.8599,349.688,-295.5585,-129.6279,-77.69242,135.0727,46.40868,-73.17001,-19.10482,39.43238,-11.22890,30.14455,-12.52321,E.C.=2.7.1.35
-52480.13,7883.144,-183.6188,18.3602,60.08552,50.95025,-36.23596,5.128369,-11.22032,-32.93062,54.11646,-14.98910,-2.598175,11.93518,-48.64862,E.C.=3.2.1.17
-38924.6,6205.598,-634.2079,-148.3668,110.2764,-48.25338,-11.85751,4.474642,-3.527181,6.451848,-10.25788,-36.44125,46.10547,51.11095,0.0890249,E.C.=5.3.2.1
-38929.55,6205.026,-637.6478,-147.0985,107.2179,-48.70468,-12.80752,6.272735,-7.739525,5.809427,-10.54267,-37.06499,49.14366,53.818,-0.3207679,E.C.=5.3.2.1
-123697.5,9318.32,-258.0912,-49.82065,-22.80256,227.0466,-10.21573,60.02289,25.7867,-48.04584,-40.84672,14.33567,-28.41729,27.71075,-45.41541,E.C.=5.3.1.6
-123284.4,9305.491,-256.5121,-42.33161,-50.00039,222.9971,-21.88188,54.99081,18.94206,-66.61243,-44.17474,26.24120,-30.84336,11.21186,-48.71697,E.C.=5.3.1.6
-147454.9,9233.203,1042.449,-209.3183,-22.03151,70.95772,138.4507,18.31201,-59.18923,9.40946,61.03404,-0.3336362,-39.30365,-43.74431,42.34632,E.C.=3.4.21.36
-152873.7,6111.318,224.9889,89.98329,-216.9542,58.20947,-41.77988,-1.853392,15.61986,-81.19952,22.08851,41.92987,50.13716,-127.7855,-39.32321,E.C.=2.4.1.186
-154175.4,5599.976,172.3869,105.1486,-237.0056,12.89758,-28.32367,21.77268,43.46643,-68.97497,46.52608,28.01929,54.85401,-105.5450,-32.37949,E.C.=2.4.1.186
-143068.6,6100.94,169.4609,132.4108,-280.1557,41.9131,-10.80320,15.76156,42.74566,-60.67892,30.28611,29.26181,40.56558,-97.3725,-34.49417,E.C.=2.4.1.186
-145930.7,5899.046,175.4332,116.6286,-269.5142,-2.570571,-33.07599,-16.91820,-13.73012,-2.448377,26.82807,-18.03774,-6.785738,-73.21459,17.87321,E.C.=2.4.1.186
-149678.7,5770.21,213.4862,146.4416,-280.3327,8.541499,-45.19742,-11.47002,2.258217,-27.17612,17.44036,-16.54298,22.60089,-84.06898,0.7655299,E.C.=2.4.1.186
-266952.9,4246.977,440.7564,-249.0414,-42.90639,-50.61779,183.5454,-124.1647,-27.64106,-40.51046,62.37407,-2.312184,39.05569,-2.057398,-31.59187,E.C.=3.2.1.14
-238542.5,4684.477,1604.462,-164.7156,202.8858,76.9778,-151.0970,103.1878,123.283,-60.92756,-26.52429,-26.72370,84.10876,181.4281,47.50595,E.C.=3.5.2.6
-266765.9,4293.895,397.7849,-235.7254,-60.86488,-54.08814,195.4944,-120.5961,-16.40817,-11.29564,57.77534,4.941731,35.55953,-13.69476,-20.01097,E.C.=3.2.1.14
-266780.7,4304.237,403.5339,-237.7146,-55.67152,-47.29323,187.4904,-118.9988,-15.30280,-12.57987,53.4384,0.2343278,28.71147,-9.81498,-14.10142,E.C.=3.2.1.14
-263082.7,3550.065,395.5507,-305.7801,-42.3467,-92.72542,170.9761,-126.9326,-1.898176,-2.119196,16.30893,-16.99601,-6.574215,-34.27806,-21.07149,E.C.=3.2.1.14
-249242.9,4147.859,1751.579,-177.2952,106.1078,-2.925109,-124.9737,91.84401,114.1885,-42.97084,-33.39376,-14.63220,98.17631,189.5810,19.82305,E.C.=3.5.2.6
-68779.5,7704.756,-551.8222,-25.38354,-182.2625,-75.86847,-58.27679,-52.55264,-24.55156,-61.11655,44.20758,49.90333,18.34274,-6.703555,-83.44522,E.C.=3.2.1.17
-52542.53,7849.61,-152.3643,33.71723,86.9635,57.05281,-50.10779,20.6303,8.936307,-23.51030,53.49328,-28.50488,-11.54340,7.017595,-49.58557,E.C.=3.2.1.17
-82150.09,5806.894,-135.5669,367.5621,84.79804,74.86118,-6.880166,24.39427,-28.32996,36.91842,-23.66906,9.218303,49.54555,45.27838,6.661496,E.C.=3.5.1.88
-52495.55,7419.596,16.28637,93.91863,28.72294,54.30008,-79.45524,48.21349,-33.11061,-34.68774,27.44850,-30.83553,-16.97544,21.99199,-52.36302,E.C.=3.2.1.17
-238.0476,102.8740,-51.19979,29.438,9.655753,-13.99193,-1.793965,2.762859,-2.297705,-0.6948753,-0.717741,-0.7019942,2.325182,-0.9919487,1.237833,E.C.=3.4.21.73
-104570.5,7973.492,-639.0879,-115.0947,-313.6538,-48.89519,68.0849,-47.19071,87.49013,79.20853,-59.97619,26.06744,22.27050,12.93864,-18.79861,E.C.=4.1.1.23
-288398.7,1452.912,908.0743,-115.2896,215.1601,-140.0828,20.26665,-87.18448,38.97729,-47.79397,-64.32616,42.29153,41.66921,0.6777531,8.123496,E.C.=6.3.4.4
-109988.7,8623.59,-679.7863,-114.8412,-328.9265,32.03340,40.04735,-2.948597,98.873,54.08149,-30.57362,23.30250,-9.323561,59.69312,-9.888938,E.C.=4.1.1.23
-116205.0,7574.688,-318.1398,-55.83448,-302.4235,-24.70174,20.86539,6.785228,87.1827,74.10294,-37.90243,1.549319,6.686772,36.16088,26.16646,E.C.=4.1.1.23
-107377.7,8347.595,-677.5214,-104.1053,-345.7622,14.59879,39.67459,-2.698369,103.1438,57.59767,-41.39436,32.47177,-6.432145,76.75499,21.85826,E.C.=4.1.1.23
-114614.7,7681.036,-344.3435,-81.84847,-330.2190,-6.817949,13.56083,13.86620,92.16988,65.51497,-41.92013,1.742348,13.20161,58.02488,10.85978,E.C.=4.1.1.23
-37401.08,6564.332,-349.1899,-8.458848,-99.38389,109.1568,13.00757,12.02624,9.729091,-18.93536,8.79627,6.642923,13.67062,18.39667,0.9773815,E.C.=3.1.27.3
-140501.1,6710.478,-139.3871,-153.7983,-219.6147,21.39085,-13.43397,-44.41027,14.08062,-60.72623,-67.05074,-59.34741,78.50056,18.27847,33.46194,E.C.=3.2.2.22
-8638.484,2264.82,-719.6464,292.0057,22.89026,8.854268,50.9826,-5.284685,-20.48950,17.15845,4.567791,-5.103267,12.65305,6.745878,-3.449595,E.C.=3.4.21.6
-135867.1,9123.084,1050.73,-333.6578,-79.72742,81.11696,116.3115,65.2619,-111.5887,21.93216,65.31315,-4.756449,29.00235,2.626436,75.75475,E.C.=3.4.21.6
-194933.0,4843.591,800.5561,-237.2203,54.74428,-150.5722,-2.729768,-50.79779,-29.48089,-35.83001,-17.86582,51.03439,55.43306,20.3603,-11.90622,E.C.=2.7.11.1
-135742.6,9104.789,1047.716,-319.2933,-83.15577,87.9077,121.0807,75.16377,-104.8930,40.10295,53.04578,-0.08634137,31.89735,14.10768,78.89511,E.C.=3.4.21.6
-8615.778,2257.051,-716.204,285.8125,19.78753,11.89068,47.6302,-1.145229,-17.78971,16.96584,2.236210,-6.865565,13.73387,2.127666,-4.742036,E.C.=3.4.21.6
-172505.8,5663.985,1139.791,101.6176,-137.3640,-22.07145,-131.3330,105.6156,-126.0323,-140.7560,-2.724636,-38.04515,29.38460,-33.05053,24.31627,E.C.=3.1.3.48
-120524.9,5915.214,888.4911,150.3309,431.2926,-69.0622,-27.88925,-35.90733,-15.57589,-34.75319,44.58817,-14.82689,54.84851,3.617090,-32.33873,E.C.=3.2.2.27
-119272.2,5998.443,772.69,170.7830,390.2707,-65.45297,-13.05886,-46.42524,13.80641,-39.61768,28.06943,-31.64366,75.4374,30.68401,-42.45049,E.C.=3.2.2.27
-122936.4,5874.86,888.5685,214.8377,455.1777,-85.36715,-27.04606,-33.36163,-8.42029,-4.645822,64.51407,12.74148,108.1893,-7.723796,-69.14029,E.C.=3.2.2.27
-122744.2,6282.549,926.0771,192.0328,441.0448,-70.11358,-12.77481,-29.66907,-8.791797,-1.456402,69.96117,7.897224,119.4680,19.9468,-58.50009,E.C.=3.2.2.27
-46586.25,4778.262,-543.6254,198.3396,-55.92168,-161.2116,45.59476,43.42255,-6.609138,3.018387,23.01882,9.921006,-6.795844,-20.32697,-23.81644,E.C.=2.5.1.18
-119459.7,5890.051,826.5978,191.2096,375.6312,-103.7141,0.6558069,-59.14171,-4.659678,-18.69179,32.85411,-23.67787,78.4535,49.13111,-49.13137,E.C.=3.2.2.27
-120221.2,5913.895,849.009,189.8571,389.1079,-96.17512,-12.76875,-31.66578,11.82089,-5.235316,50.15129,-19.01842,80.3467,44.14137,-62.21418,E.C.=3.2.2.27
-46507.74,4750.946,-575.6181,203.5442,-69.0982,-176.7013,45.17841,45.77507,9.561814,7.3966,15.10819,12.56027,3.308100,-11.50711,-8.827711,E.C.=2.5.1.18
-297093.4,2334.398,901.687,-4.621632,430.3494,-42.08104,-163.8547,37.50693,-38.8645,-118.8572,33.08068,43.67536,54.13778,73.24519,2.886988,E.C.=1.18.1.2
-87598.59,6505.886,-175.4492,306.3225,68.04002,108.5399,-0.02903254,14.83362,14.66128,34.65633,-20.81646,0.8391331,57.7802,48.32993,0.8587841,E.C.=3.5.1.88
-162186.9,6197.776,358.1788,-44.39398,-354.7733,-115.3381,156.5670,-119.7184,46.9725,70.81488,8.733621,-24.64446,39.1761,-28.763,-4.121177,E.C.=2.5.1.55
-218090.1,3122.851,340.6304,230.9377,-287.0014,-76.035,136.7551,33.27003,-119.5579,63.11467,95.56978,25.23659,-106.7655,-13.63159,-4.993711,E.C.=1.1.1.205
-512232.5,-14783.90,1973.834,498.4463,-314.6437,279.5892,294.0666,120.8922,60.02218,-37.59918,-106.1688,-44.07796,217.5226,-20.45463,-75.66608,E.C.=1.1.2.7
-260628.1,3882.649,68.10341,-73.03558,274.1341,83.06931,-62.02329,-182.2871,-57.2756,-17.14938,-42.25565,59.73367,89.88908,16.48127,54.50368,E.C.=2.1.2.1
-260416.6,3903.315,156.3115,-93.09914,218.6835,101.9572,-61.43429,-142.6647,-39.50147,-36.31111,-16.59023,37.15441,89.05862,19.33604,8.998784,E.C.=2.1.2.1
-98576.3,8862.174,140.5603,148.5432,-4.031767,91.43838,-21.96726,-80.12027,-35.79122,60.69635,94.83,-22.60397,22.00517,34.44257,-14.40702,E.C.=3.2.1.17
-162524.7,9378.498,-819.1909,-91.58658,26.23784,-28.64855,-90.40606,-0.1132194,-33.84019,80.0671,15.06709,-16.6347,-75.55785,63.4206,-33.90200,E.C.=4.2.2.n1
-164716.6,5003.211,276.3990,-375.7015,-68.0205,-125.7101,6.124102,-77.14258,-39.91506,21.57536,-16.95747,-8.375755,50.59976,-7.047386,25.15201,E.C.=1.14.16.1
-285728.6,11623.69,-2090.468,-1169.093,-190.7114,-368.0975,-105.6438,150.6339,58.90632,38.03234,16.53349,-9.336183,-25.24464,52.18647,-88.45642,E.C.=2.5.1.60
-158794.2,5101.375,389.5556,-352.9744,-104.2284,-112.2828,7.503967,-85.27446,-42.30638,9.114566,-21.94251,-11.29025,21.96436,-50.75432,6.797778,E.C.=1.14.16.1
-94492.63,7412.945,-139.6531,266.5178,126.8836,-71.66905,-57.59309,-44.83078,25.41086,22.66228,11.92887,31.36808,-11.23697,15.76728,-4.24386,E.C.=1.15.1.1
-158813.0,6351.519,1006.948,-111.0573,-126.5344,191.5438,-128.6138,107.9745,65.09411,-79.12641,-46.60129,31.25913,39.77528,27.29294,21.31573,E.C.=2.4.2.1
-159954.7,6081.494,1016.271,-94.00565,-102.8697,160.1778,-132.7181,91.07573,42.16692,-59.39924,-30.33871,20.14573,15.03305,19.62731,17.61535,E.C.=2.4.2.1
-497788.8,-12484.67,-1896.05,-274.5202,244.6557,-70.66961,244.1607,120.6668,215.2897,-69.9727,-30.01988,64.81715,-4.02296,-173.4514,112.0765,E.C.=1.4.3.21
-498435.1,-12706.87,-1968.075,-236.3784,177.5149,-88.5372,248.7066,118.0242,178.1718,-31.87562,9.185594,69.27804,-33.7613,-155.8717,170.7713,E.C.=1.4.3.21
-163792.8,9695.568,461.475,-257.1088,-41.99464,213.9206,22.22983,75.02727,-19.75814,2.354127,23.67897,17.99741,-25.40478,-63.99841,39.98545,E.C.=3.4.19.12
-167464.3,5465.815,1000.274,6.12459,-96.5522,122.3324,-125.7374,87.83448,52.97423,-64.2229,-71.07844,20.19748,17.82433,49.62505,9.368087,E.C.=2.4.2.1
-79950.58,9073.308,-411.6495,-64.5412,62.24173,115.8526,-121.3204,-104.2293,12.57613,18.28972,-20.62394,49.92308,-31.2056,-19.33209,41.68581,E.C.=1.11.1.15
-177356.6,7465.46,469.9385,53.88566,-285.9160,-146.6532,-117.0567,35.14289,-92.95027,-12.58020,-137.0711,110.2573,44.65926,40.27800,-10.96111,E.C.=2.7.7.1
-224166.0,3877.417,152.7347,-188.4979,218.5196,-8.54678,-147.1205,44.27539,-213.6374,77.55515,-28.56460,65.9632,23.38223,-91.84283,28.95496,E.C.=3.4.23.16
-259720.2,13450.52,-1897.476,-513.9258,-106.6488,-80.52023,137.3484,85.34445,-61.73741,70.17678,-91.1512,100.7186,-16.24032,-59.87245,-44.96979,E.C.=3.4.23.16
-69805.31,7785.5,-489.8462,-45.21291,-161.8233,-81.2648,-57.09875,-32.63575,-4.785208,-41.9061,56.06185,33.5784,1.864117,10.72916,-20.83016,E.C.=3.2.1.17
-119267.3,9086.852,447.0566,122.3722,-79.797,294.6107,-42.71787,4.389727,87.06817,11.64631,-8.825696,-30.0133,67.83008,-24.93194,-49.21157,E.C.=2.4.2.3
